Sample_ID,Country,Collection_year,Host_species,Age_group,Host_status,Lineage,cps.final,ST,adhP,pheS,atr,glnA,sdhA,glcK,tkt,aac(6')-aph(2''),ant(6-Ia),aph(3'-III),aadE,cat(pc194),catQ,ermA,ermB,ermT,lnuB,lnuC,lsaC,lsaE,mefA,msrD,tetB,tetL,tetM,tetW,tetO,tetS,alp1,alp2/3,alpha,hvgA,PI1,PI2A1,PI2A2,PI2B,rib,srr1,srr2
43009_2_187,Thailand,2018,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43009_2_189,Thailand,2018,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43009_2_209,Thailand,2018,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43009_2_320,Malaysia,2017,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43525_2_288,Netherlands,2020,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43941_2_120,India,2017,human,adult,carriage,10,VI,2,1,1,3,1,1,2,2,neg,pos,pos,neg,pos,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
43941_2_122,India,2017,human,adult,carriage,10,VI,2,1,1,3,1,1,2,2,neg,pos,pos,neg,pos,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
43982_2_199,Nigeria,2017,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43982_2_200,Nigeria,2017,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
43982_2_201,Nigeria,2017,human,infant,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
44905_2_71,Turkey,2021,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
45433_1_151,Uganda,2020,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
46472_1_148,Bangladesh,2016,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
47381_2_177,Thailand,2012,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
47381_2_254,Malaysia,2015,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
47381_2_262,Trinidad and Tobago,2022,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
47381_2_29,Malaysia,2009,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
48302_1_306,United Kingdom,2023,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
48302_1_308,United Kingdom,2023,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
48302_1_350,United Kingdom,2023,human,adult,carriage,10,IV,1805,358,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
BA12928,India,2022,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
BA33619,India,2021,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
BA34196,India,2020,human,adult,invasive disease,10,VI,2,1,1,3,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
BP12337,India,2020,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
BP1821,India,2019,human,child,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
BP3491,India,2022,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
BP4604,India,2021,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR10432397,Saudi Arabia,2020,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR10436739,Czech Republic,2020,human,NA,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR10759991,Ireland,2019,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR10891145,Ireland,2021,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR1741427,United Kingdom,2015,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR1741753,United Kingdom,2012,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR1741823,United Kingdom,2014,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR1741824,United Kingdom,2013,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR1741951,United Kingdom,2015,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR1741961,United Kingdom,2011,human,adult,invasive disease,10,NT,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR2531450,Ireland,2017,human,adult,non-invasive disease,10,VI,1548,316,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR3509609,Ireland,2019,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
ERR4013751,Denmark,2018,human,NA,non-invasive disease,10,NT,1*,1,1,2,1,1,2,2*,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0002,Bangladesh,2017,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0015,Bangladesh,2014,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,neg,neg,neg,pos,neg
GBS_0021,Bangladesh,2013,human,infant,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0046,Bangladesh,2013,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
GBS_0075,Bangladesh,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
GBS_0076,Bangladesh,2014,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,neg,neg,neg,pos,neg
GBS_0081,Bangladesh,2012,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,neg,neg,neg,pos,neg
GBS_0086,Bangladesh,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
GBS_0088,Bangladesh,2013,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,neg,neg,neg,neg,neg,pos,neg
GBS_0095,Bangladesh,2016,human,infant,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0096,Bangladesh,2016,human,infant,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0097,Bangladesh,2016,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0102,Bangladesh,2016,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0109,Bangladesh,2016,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0212,Bangladesh,2016,human,infant,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0219,Bangladesh,2016,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
GBS_0224,Bangladesh,2016,human,infant,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0362,Bangladesh,2017,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0388,Bangladesh,2017,human,infant,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0391,Bangladesh,2017,human,infant,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0412,Bangladesh,2012,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0428,Bangladesh,2013,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0431,Bangladesh,2013,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,pos,neg
GBS_0458,Bangladesh,2013,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
GBS_0481,Bangladesh,2013,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
JN_VN_73978,Vietnam,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg
JN_VN_73985,Vietnam,2015,human,adult,carriage,10,VI,1?,1,1?,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg
JN_VN_74061,Vietnam,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg
JN_VN_74120,Vietnam,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg
JN_VN_74258,Vietnam,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JN_VN_74409,Vietnam,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg
JN_VN_74419,Vietnam,2015,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,neg,neg
JUNO_IN_KMC_GBS_106,India,2021,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_KMC_GBS_136,India,2021,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_KMC_GBS_78,India,2021,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_KMC_GBS_79,India,2020,human,adult,non-invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_KMC_GBS_87,India,2019,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_KMC_GBS_98,India,2021,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_PIMS_GBS_144,India,2022,human,adult,carriage,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
JUNO_IN_SRE_GBS_118,India,2022,human,adult,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,pos,pos,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg,neg,neg,pos,pos,neg
SRR11830697,Australia,2016,human,NA,invasive disease,10,VI,1,1,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143414,Singapore,2013,human,adult,invasive disease,10,VI,235,47,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143422,Singapore,2013,human,adult,invasive disease,10,VI,1814,376,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143426,Singapore,2012,human,adult,invasive disease,10,VI,2025?,376,1,2,1,1,2,101?,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143428,Singapore,2012,human,adult,invasive disease,10,VI,1814,376,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143433,Singapore,2012,human,adult,invasive disease,10,VI,2060?,47,157?,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143441,Singapore,2012,human,adult,invasive disease,10,VI,2025,376,1,2,1,1,2,101,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143443,Singapore,2003,human,adult,invasive disease,10,VI,NF,277,1,256,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143449,Singapore,2012,human,adult,invasive disease,10,VI,1814,376,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143456,Singapore,2011,human,adult,invasive disease,10,VI,1814,376,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143464,Singapore,2011,human,adult,invasive disease,10,VI,2030?,47,1,2,1,1,2,101?,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143468,Singapore,2011,human,adult,invasive disease,10,VI,2025?,376,1,2,1,1,2,101?,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143474,Singapore,2011,human,adult,invasive disease,10,VI,235,47,1,2,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143480,Singapore,2011,human,adult,invasive disease,10,VI,NF,376,1,256,1,1,2,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
SRR15143485,Singapore,2010,human,adult,invasive disease,10,VI,NF,47,1,2,1,1,-,2,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,neg,pos,neg,pos,neg,neg,neg,neg,pos,neg
